"concert_type","concert_date","concert_title","concert_artist","repertoire_file","repertoire_title","repertoire_artist","repertoire_duration","download_link"
"PERFORMANCE","16 Apr 2014From the Baden-Baden Festspielhaus","Simon Rattle conducts “Manon Lescaut” at the Easter Festival","Berliner Philharmoniker | Sir Simon Rattle","16907-1","Giacomo Puccini Manon Lescaut: Act 1 (35 min.)","Magdalena Kožená Mezzo-Soprano (Musician), Massimo Giordano Tenor (Renato Des Grieux), Eva-Maria Westbroek Soprano (Manon Lescaut), Liang Li Bass (Geronte de Ravoir), Lester Lynch Baritone (Lescaut), Reinhard Dorn Bass (Innkeeper, Naval Captain), Bogdan Mihai Tenor (Edmondo), Arthur Espiritu Tenor (Lamp Lighter), Krešimir Špicer Tenor (Dancing Master), Vienna Philharmonia Chorus, Johannes Kammler Bass (Sergeant of the Royal Archers), Walter Zeh Chorus Master, Sir Richard Eyre Staging","00:35:58","https://world-vod.dchdns.net/hlss/dch/16907-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","16 Apr 2014From the Baden-Baden Festspielhaus","Simon Rattle conducts “Manon Lescaut” at the Easter Festival","Berliner Philharmoniker | Sir Simon Rattle","16907-2","Giacomo Puccini Manon Lescaut: Act 2 (42 min.)","Magdalena Kožená Mezzo-Soprano (Musician), Massimo Giordano Tenor (Renato Des Grieux), Eva-Maria Westbroek Soprano (Manon Lescaut), Liang Li Bass (Geronte de Ravoir), Lester Lynch Baritone (Lescaut), Reinhard Dorn Bass (Innkeeper, Naval Captain), Bogdan Mihai Tenor (Edmondo), Arthur Espiritu Tenor (Lamp Lighter), Krešimir Špicer Tenor (Dancing Master), Vienna Philharmonia Chorus, Johannes Kammler Bass (Sergeant of the Royal Archers), Walter Zeh Chorus Master, Sir Richard Eyre Staging","00:42:08","https://world-vod.dchdns.net/hlss/dch/16907-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","16 Apr 2014From the Baden-Baden Festspielhaus","Simon Rattle conducts “Manon Lescaut” at the Easter Festival","Berliner Philharmoniker | Sir Simon Rattle","16907-3","Giacomo Puccini Manon Lescaut: Act 3 (23 min.)","Magdalena Kožená Mezzo-Soprano (Musician), Massimo Giordano Tenor (Renato Des Grieux), Eva-Maria Westbroek Soprano (Manon Lescaut), Liang Li Bass (Geronte de Ravoir), Lester Lynch Baritone (Lescaut), Reinhard Dorn Bass (Innkeeper, Naval Captain), Bogdan Mihai Tenor (Edmondo), Arthur Espiritu Tenor (Lamp Lighter), Krešimir Špicer Tenor (Dancing Master), Vienna Philharmonia Chorus, Johannes Kammler Bass (Sergeant of the Royal Archers), Walter Zeh Chorus Master, Sir Richard Eyre Staging","00:23:05","https://world-vod.dchdns.net/hlss/dch/16907-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","16 Apr 2014From the Baden-Baden Festspielhaus","Simon Rattle conducts “Manon Lescaut” at the Easter Festival","Berliner Philharmoniker | Sir Simon Rattle","16907-4","Giacomo Puccini Manon Lescaut: Act 4 (29 min.)","Magdalena Kožená Mezzo-Soprano (Musician), Massimo Giordano Tenor (Renato Des Grieux), Eva-Maria Westbroek Soprano (Manon Lescaut), Liang Li Bass (Geronte de Ravoir), Lester Lynch Baritone (Lescaut), Reinhard Dorn Bass (Innkeeper, Naval Captain), Bogdan Mihai Tenor (Edmondo), Arthur Espiritu Tenor (Lamp Lighter), Krešimir Špicer Tenor (Dancing Master), Vienna Philharmonia Chorus, Johannes Kammler Bass (Sergeant of the Royal Archers), Walter Zeh Chorus Master, Sir Richard Eyre Staging","00:29:10","https://world-vod.dchdns.net/hlss/dch/16907-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","16 Apr 2014From the Baden-Baden Festspielhaus","Simon Rattle conducts “Manon Lescaut” at the Easter Festival","Berliner Philharmoniker | Sir Simon Rattle","16907-5","Interview Live Lounge from the 2014 Baden-Baden Easter Festival (34 min.)","","00:34:18","https://world-vod.dchdns.net/hlss/dch/16907-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","19 Oct 2013","Bach’s “St Matthew Passion” with Simon Rattle and Peter Sellars","Berliner Philharmoniker | Sir Simon Rattle","16913-1","Johann Sebastian Bach St Matthew Passion, BWV 244: Part 1 (74 min.)","Camilla Tilling Soprano, Magdalena Kožená Mezzo-Soprano, Mark Padmore Tenor (Evangelist), Topi Lehtipuu Tenor (Arias), Christian Gerhaher Baritone (Christ), Eric Owens Baritone (Arias), Knaben des Staats- und Domchors Berlin, Rundfunkchor Berlin Chorus Master, Simon Halsey Chorus Master, Peter Sellars Staging","01:14:07","https://world-vod.dchdns.net/hlss/dch/16913-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","19 Oct 2013","Bach’s “St Matthew Passion” with Simon Rattle and Peter Sellars","Berliner Philharmoniker | Sir Simon Rattle","16913-2","Johann Sebastian Bach St Matthew Passion, BWV 244: Part 2 (112 min.)","Camilla Tilling Soprano, Magdalena Kožená Mezzo-Soprano, Mark Padmore Tenor (Evangelist), Topi Lehtipuu Tenor (Arias), Christian Gerhaher Baritone (Christ), Eric Owens Baritone (Arias), Knaben des Staats- und Domchors Berlin, Rundfunkchor Berlin, Simon Halsey Chorus Master, Peter Sellars Staging","01:52:46","https://world-vod.dchdns.net/hlss/dch/16913-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","19 Oct 2013","Bach’s “St Matthew Passion” with Simon Rattle and Peter Sellars","Berliner Philharmoniker | Sir Simon Rattle","16913-3","Interview Bach’s ""St. Matthew Passion"": an introduction by Simon Halsey (16 min.)","","00:16:49","https://world-vod.dchdns.net/hlss/dch/16913-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","19 Oct 2013","Bach’s “St Matthew Passion” with Simon Rattle and Peter Sellars","Berliner Philharmoniker | Sir Simon Rattle","16913-4","Interview Peter Sellars in conversation with Mark Padmore (23 min.)","","00:23:12","https://world-vod.dchdns.net/hlss/dch/16913-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Oct 2013Gala Concert: 50 years of the Philharmonie – Spatial Sounds","Anniversary concert “50 years of the Berlin Philharmonie”","Berliner Philharmoniker | Sir Simon Rattle","16914-1","Giovanni Gabrieli Canzon septimi et octavi toni a 12 (1597) (4 min.)","","00:04:07","https://world-vod.dchdns.net/hlss/dch/16914-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Oct 2013Gala Concert: 50 years of the Philharmonie – Spatial Sounds","Anniversary concert “50 years of the Berlin Philharmonie”","Berliner Philharmoniker | Sir Simon Rattle","16914-2","Greeting words (20 min.)","Klaus Wowereit Governing Mayor of Berlin, Manfred Erhardt Chairman of the Friends of the Berliner Philharmoniker e. V., Martin Hoffmann General Manager of the Berliner Philharmoniker Foundation","00:20:49","https://world-vod.dchdns.net/hlss/dch/16914-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Oct 2013Gala Concert: 50 years of the Philharmonie – Spatial Sounds","Anniversary concert “50 years of the Berlin Philharmonie”","Berliner Philharmoniker | Sir Simon Rattle","16914-3","Wolfgang Rihm IN-SCHRIFT 2 (première) (18 min.)","","00:18:40","https://world-vod.dchdns.net/hlss/dch/16914-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Oct 2013Gala Concert: 50 years of the Philharmonie – Spatial Sounds","Anniversary concert “50 years of the Berlin Philharmonie”","Berliner Philharmoniker | Sir Simon Rattle","16914-4","Ralph Vaughan Williams Fantasia on a Theme by Thomas Tallis (18 min.)","","00:18:53","https://world-vod.dchdns.net/hlss/dch/16914-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Oct 2013Gala Concert: 50 years of the Philharmonie – Spatial Sounds","Anniversary concert “50 years of the Berlin Philharmonie”","Berliner Philharmoniker | Sir Simon Rattle","16914-5","Ludwig van Beethoven · György Kurtág Beethoven: Piano Sonata No. 14 in C sharp minor, op. 27 no. 2 “Sonata quasi una fantasia”: 1. Adagio sostenuto · Kurtág: ... quasi una fantasia ... for piano and instruments dispersed in space (20 min.)","Karajan Academy, Mitsuko Uchida Piano, Duncan Ward Rehearsal Conductor","00:20:30","https://world-vod.dchdns.net/hlss/dch/16914-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Oct 2013Gala Concert: 50 years of the Philharmonie – Spatial Sounds","Anniversary concert “50 years of the Berlin Philharmonie”","Berliner Philharmoniker | Sir Simon Rattle","16914-6","Hector Berlioz Grande Symphonie funèbre et triomphale, op. 15 (32 min.)","","00:32:56","https://world-vod.dchdns.net/hlss/dch/16914-6/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Oct 2013Gala Concert: 50 years of the Philharmonie – Spatial Sounds","Anniversary concert “50 years of the Berlin Philharmonie”","Berliner Philharmoniker | Sir Simon Rattle","16914-7","Interview The opening of the Berlin Philharmonie in 1963 – recollections of Rudolf Weinsheimer (8 min.)","","00:08:30","https://world-vod.dchdns.net/hlss/dch/16914-7/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","11 Oct 2013","Karl-Heinz Steffens conducts Beethoven, Zimmermann and Schubert","Berliner Philharmoniker | Karl-Heinz Steffens","16915-1","Ludwig van Beethoven Leonore Overture No. 3 in C major, op. 72a (17 min.)","","00:17:17","https://world-vod.dchdns.net/hlss/dch/16915-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","11 Oct 2013","Karl-Heinz Steffens conducts Beethoven, Zimmermann and Schubert","Berliner Philharmoniker | Karl-Heinz Steffens","16915-2","Bernd Alois Zimmermann Symphony in one movement (second version from 1953) (16 min.)","","00:16:57","https://world-vod.dchdns.net/hlss/dch/16915-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","11 Oct 2013","Karl-Heinz Steffens conducts Beethoven, Zimmermann and Schubert","Berliner Philharmoniker | Karl-Heinz Steffens","16915-3","Franz Schubert Rosamunde, incidental music, D 797: Overture (12 min.)","","00:12:37","https://world-vod.dchdns.net/hlss/dch/16915-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","11 Oct 2013","Karl-Heinz Steffens conducts Beethoven, Zimmermann and Schubert","Berliner Philharmoniker | Karl-Heinz Steffens","16915-4","Bernd Alois Zimmermann Canto di speranza, cantata for cello and small orchestra (20 min.)","Ludwig Quandt Cello","00:20:28","https://world-vod.dchdns.net/hlss/dch/16915-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","11 Oct 2013","Karl-Heinz Steffens conducts Beethoven, Zimmermann and Schubert","Berliner Philharmoniker | Karl-Heinz Steffens","16915-5","Franz Schubert Symphony No. 3 in D major, D 200 (28 min.)","","00:28:24","https://world-vod.dchdns.net/hlss/dch/16915-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","11 Oct 2013","Karl-Heinz Steffens conducts Beethoven, Zimmermann and Schubert","Berliner Philharmoniker | Karl-Heinz Steffens","16915-6","Interview Karl-Heinz Steffens in conversation with Walter Seyfarth (17 min.)","","00:17:54","https://world-vod.dchdns.net/hlss/dch/16915-6/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 Oct 2013","Simon Rattle conducts “Gurre-Lieder”","Berliner Philharmoniker | Sir Simon Rattle","16916-1","Arnold Schoenberg Gurre-Lieder (123 min.)","Soile Isokoski Soprano (Tove), Karen Cargill Mezzo-Soprano (Wood Dove), Stephen Gould Tenor (Waldemar), Burkhard Ulrich Tenor (Klaus-Narr), Lester Lynch Baritone (Peasant), Thomas Quasthoff (Speaker, KorVest Bergen, Rundfunkchor Berlin, MDR Rundfunkchor , WDR Rundfunkchor , Nicolas Fink Chorus Master","02:03:54","https://world-vod.dchdns.net/hlss/dch/16916-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","27 Oct 2013","Simon Rattle conducts “Gurre-Lieder”","Berliner Philharmoniker | Sir Simon Rattle","16916-2","Interview Thomas Quasthoff in conversation with Christoph Franke (17 min.)","","00:17:26","https://world-vod.dchdns.net/hlss/dch/16916-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","04 Oct 2013","Works of the early Classical period with Reinhard Goebel","Berliner Philharmoniker | Reinhard Goebel","16917-1","Jean-Féry Rebel Les Éléments, suite for orchestra (26 min.)","","00:26:42","https://world-vod.dchdns.net/hlss/dch/16917-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","04 Oct 2013","Works of the early Classical period with Reinhard Goebel","Berliner Philharmoniker | Reinhard Goebel","16917-2","Wolfgang Amadeus Mozart Notturno for 4 orchestras in D major, K. 286 (16 min.)","","00:16:32","https://world-vod.dchdns.net/hlss/dch/16917-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","04 Oct 2013","Works of the early Classical period with Reinhard Goebel","Berliner Philharmoniker | Reinhard Goebel","16917-3","Christian Cannabich Symphony for 2 orchestras in C major (21 min.)","","00:21:49","https://world-vod.dchdns.net/hlss/dch/16917-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","04 Oct 2013","Works of the early Classical period with Reinhard Goebel","Berliner Philharmoniker | Reinhard Goebel","16917-4","Johann Christian Bach Amadis de Gaule, opera: Overture · Suite (26 min.)","","00:26:23","https://world-vod.dchdns.net/hlss/dch/16917-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","04 Oct 2013","Works of the early Classical period with Reinhard Goebel","Berliner Philharmoniker | Reinhard Goebel","16917-5","Interview Reinhard Goebel in conversation with Raimar Orlovsky (15 min.)","","00:15:22","https://world-vod.dchdns.net/hlss/dch/16917-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Aug 2013Opening of the 2013/2014 season","Simon Rattle conducts Mozart’s Symphonies Nos. 39, 40 & 41","Berliner Philharmoniker | Sir Simon Rattle","16918-1","Wolfgang Amadeus Mozart Symphony No. 39 in E flat major, K. 543 (34 min.)","","00:34:24","https://world-vod.dchdns.net/hlss/dch/16918-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Aug 2013Opening of the 2013/2014 season","Simon Rattle conducts Mozart’s Symphonies Nos. 39, 40 & 41","Berliner Philharmoniker | Sir Simon Rattle","16918-2","Wolfgang Amadeus Mozart Symphony No. 40 in G minor, K. 550 (31 min.)","","00:31:21","https://world-vod.dchdns.net/hlss/dch/16918-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Aug 2013Opening of the 2013/2014 season","Simon Rattle conducts Mozart’s Symphonies Nos. 39, 40 & 41","Berliner Philharmoniker | Sir Simon Rattle","16918-3","Wolfgang Amadeus Mozart Symphony No. 41 in C major, K. 551 “Jupiter” (41 min.)","","00:41:28","https://world-vod.dchdns.net/hlss/dch/16918-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","23 Aug 2013Opening of the 2013/2014 season","Simon Rattle conducts Mozart’s Symphonies Nos. 39, 40 & 41","Berliner Philharmoniker | Sir Simon Rattle","16918-4","Interview Sir Simon Rattle presents the new season (18 min.)","","00:18:23","https://world-vod.dchdns.net/hlss/dch/16918-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","08 Nov 2013From the National Concert Hall, Taipei","Simon Rattle with Bruckner’s Seventh in Taipei","Berliner Philharmoniker | Sir Simon Rattle","16925-1","Pierre Boulez Notations for orchestra: I, VII, IV, III, II (24 min.)","","00:24:22","https://world-vod.dchdns.net/hlss/dch/16925-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","08 Nov 2013From the National Concert Hall, Taipei","Simon Rattle with Bruckner’s Seventh in Taipei","Berliner Philharmoniker | Sir Simon Rattle","16925-2","Anton Bruckner Symphony No. 7 in E major (78 min.)","","01:18:29","https://world-vod.dchdns.net/hlss/dch/16925-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","08 Sep 2013","Simon Rattle and Christian Gerhaher","Berliner Philharmoniker | Sir Simon Rattle","16936-1","Witold Lutosławski Symphony No. 2 (28 min.)","","00:28:48","https://world-vod.dchdns.net/hlss/dch/16936-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","08 Sep 2013","Simon Rattle and Christian Gerhaher","Berliner Philharmoniker | Sir Simon Rattle","16936-2","Gustav Mahler Lieder eines fahrenden Gesellen (19 min.)","Christian Gerhaher Baritone","00:19:41","https://world-vod.dchdns.net/hlss/dch/16936-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","08 Sep 2013","Simon Rattle and Christian Gerhaher","Berliner Philharmoniker | Sir Simon Rattle","16936-3","Leoš Janáček Glagolitic Mass (49 min.)","Luba Orgonášová Soprano, Mihoko Fujimura Mezzo-Soprano, Stuart Skelton Tenor, Christian Gerhaher Baritone, Christian Schmitt Organ, Czech Philharmonic Choir Brno, Petr Fiala Chorus Master","00:49:08","https://world-vod.dchdns.net/hlss/dch/16936-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","08 Sep 2013","Simon Rattle and Christian Gerhaher","Berliner Philharmoniker | Sir Simon Rattle","16936-4","Interview Christian Gerhaher in conversation with Albrecht Mayer (13 min.)","","00:13:17","https://world-vod.dchdns.net/hlss/dch/16936-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","08 Sep 2013","Simon Rattle and Christian Gerhaher","Berliner Philharmoniker | Sir Simon Rattle","16936-5","Interview Sir Simon Rattle on Witold Lutosławski (10 min.)","","00:10:09","https://world-vod.dchdns.net/hlss/dch/16936-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","14 Sep 2013","Alan Gilbert and Thomas Zehetmair","Berliner Philharmoniker | Alan Gilbert","16937-1","Witold Lutosławski Symphony No. 4 (23 min.)","","00:23:13","https://world-vod.dchdns.net/hlss/dch/16937-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","14 Sep 2013","Alan Gilbert and Thomas Zehetmair","Berliner Philharmoniker | Alan Gilbert","16937-2","Leoš Janáček Putování dušičky (The Pilgrimage of a Little Soul), concerto for violin and orchestra (reconstruction by Leoš Faltus and Miloš Štědroň) (20 min.)","Thomas Zehetmair Violin","00:20:08","https://world-vod.dchdns.net/hlss/dch/16937-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","14 Sep 2013","Alan Gilbert and Thomas Zehetmair","Berliner Philharmoniker | Alan Gilbert","16937-3","Béla Bartók The Wooden Prince, ballet music, Sz 60 (64 min.)","","01:04:23","https://world-vod.dchdns.net/hlss/dch/16937-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","14 Sep 2013","Alan Gilbert and Thomas Zehetmair","Berliner Philharmoniker | Alan Gilbert","16937-4","Interview Thomas Zehetmair in conversation with Eva-Maria Tomasi (13 min.)","","00:13:14","https://world-vod.dchdns.net/hlss/dch/16937-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","21 Sep 2013","Antoni Wit conducts Penderecki’s “St Luke Passion”","Berliner Philharmoniker | Antoni Wit","16938-1","Krzysztof Penderecki St Luke Passion – Passio et mors Domini nostri Jesu Christi secundum Lucam (83 min.)","Christiane Libor Soprano, Jarosław Bręk Baritone, Stephan Klemm Bass, Daniel Olbrychski Speaker, Warsaw Philharmonic Choir, Henryk Wojnarowski Chorus Master, Boys’ and Men’s Choir at The Fryderyk Chopin University of Music in Warsaw, Krzysztof Kusiel-Moroz Chorus Master","01:23:11","https://world-vod.dchdns.net/hlss/dch/16938-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","21 Sep 2013","Antoni Wit conducts Penderecki’s “St Luke Passion”","Berliner Philharmoniker | Antoni Wit","16938-2","Interview Antoni Wit in conversation with Krzysztof Polonek (16 min.)","","00:16:17","https://world-vod.dchdns.net/hlss/dch/16938-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","28 Sep 2013","Daniel Harding conducts Mahler’s Symphony No. 10","Berliner Philharmoniker | Daniel Harding","16939-1","Gustav Mahler Symphony No. 10 (performing version by Deryck Cooke) (90 min.)","","01:30:15","https://world-vod.dchdns.net/hlss/dch/16939-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","28 Sep 2013","Daniel Harding conducts Mahler’s Symphony No. 10","Berliner Philharmoniker | Daniel Harding","16939-2","Interview Daniel Harding in conversation with Rachel Helleur (17 min.)","","00:17:36","https://world-vod.dchdns.net/hlss/dch/16939-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 Dec 2013","Gustavo Dudamel conducts Beethoven, Schubert and Stravinsky","Berliner Philharmoniker | Gustavo Dudamel","16940-1","Igor Stravinsky Suite No. 1 for small orchestra (5 min.)","","00:05:38","https://world-vod.dchdns.net/hlss/dch/16940-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 Dec 2013","Gustavo Dudamel conducts Beethoven, Schubert and Stravinsky","Berliner Philharmoniker | Gustavo Dudamel","16940-2","Franz Schubert Symphony No. 4 in C minor, D 417 (39 min.)","","00:39:24","https://world-vod.dchdns.net/hlss/dch/16940-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 Dec 2013","Gustavo Dudamel conducts Beethoven, Schubert and Stravinsky","Berliner Philharmoniker | Gustavo Dudamel","16940-3","Igor Stravinsky Suite No. 2 for small orchestra (8 min.)","","00:08:00","https://world-vod.dchdns.net/hlss/dch/16940-3/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 Dec 2013","Gustavo Dudamel conducts Beethoven, Schubert and Stravinsky","Berliner Philharmoniker | Gustavo Dudamel","16940-4","Ludwig van Beethoven Symphony No. 4 in B flat major, op. 60 (43 min.)","","00:43:11","https://world-vod.dchdns.net/hlss/dch/16940-4/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 Dec 2013","Gustavo Dudamel conducts Beethoven, Schubert and Stravinsky","Berliner Philharmoniker | Gustavo Dudamel","16940-5","Interview Gustavo Dudamel in conversation with Sarah Willis (8 min.)","","00:08:24","https://world-vod.dchdns.net/hlss/dch/16940-5/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","06 Dec 2013","Gustavo Dudamel conducts Beethoven, Schubert and Stravinsky","Berliner Philharmoniker | Gustavo Dudamel","16940-6","Interview Gustavo Dudamel in conversation with Edicson Ruiz (9 min.)","","00:09:11","https://world-vod.dchdns.net/hlss/dch/16940-6/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","15 Dec 2013","Daniel Harding conducts Schumann’s “Scenes from Goethe’s Faust”","Berliner Philharmoniker | Daniel Harding","16941-1","Robert Schumann Scenes from Goethe’s Faust (123 min.)","Christian Gerhaher Baritone (Faust, Pater Seraphicus, Dr. Marianus), Dorothea Röschmann Soprano (Gretchen, Una Poenitentium), Andrew Staples Tenor (Ariel, Pater Ecstaticus, Tenor solos), Anna Prohaska Soprano (Marthe, Care, Angel, Soprano solos), Wiebke Lehmkuhl Contralto (Guilt, Mater Gloriosa, Maria Aegyptiaca, Contralto solos), Luca Pisaroni Bass-Baritone (Mephistopheles), Franz-Josef Selig Bass-Baritone (Pater profundus, Bass solos), Rundfunkchor Berlin, Knaben des Staats- und Domchors Berlin, Robin Gritton Chorus Master","02:03:27","https://world-vod.dchdns.net/hlss/dch/16941-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","15 Dec 2013","Daniel Harding conducts Schumann’s “Scenes from Goethe’s Faust”","Berliner Philharmoniker | Daniel Harding","16941-2","Interview Daniel Harding in conversation with Matthew Hunter (18 min.)","","00:18:56","https://world-vod.dchdns.net/hlss/dch/16941-2/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
"PERFORMANCE","20 Apr 2014From the Baden-Baden Easter Festival","Simon Rattle and Sol Gabetta","Berliner Philharmoniker | Sir Simon Rattle","16999-1","György Ligeti · Richard Wagner Atmosphères · Lohengrin: Prelude to Act 1 (20 min.)","","00:20:35","https://world-vod.dchdns.net/hlss/dch/16999-1/,h264_LOW_THREE,h264_HIGH,h264_VERY_HIGH_ONE,.mp4.urlset/master.m3u8"
